"Codigo_especie","Provincia","Parametro","F.c.","Par_esp","Modelo","a","b","c","d","p","q","r","R2","Especie"
926,40,"VCC",1,"0",11,0,0,0,0,0.0018083,1.78334,0.92353,0.97394,NA
926,24,"VSC",3,"0",7,-56.54,0.8114572,0,0,0,0,0,0.95259,NA
926,37,"VCC",1,"0",11,0,0,0,0,0.0005432,2.01237,0.79826,0.992,NA
926,24,"VCC",3,"0",11,0,0,0,0,0.0069725,1.5319,0.93741,0.80185,NA
926,5,"IAVC",2,"0",19,1.1916,0.0248525,0.0001716,-1.1997e-07,0,0,0,0.40263,NA
926,24,"VSC",5,"0",7,-56.54,0.8114572,0,0,0,0,0,0.95259,NA
926,47,"IAVC",2,"0",17,-34.81329118,0.243263017,-0.00021998,0,0,0,0,0.12975678,NA
926,47,"VLE",2,"0",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,47,"VCC",3,"0",11,0,0,0,0,0.001395,1.84052,0.89062,0.97439,NA
926,5,"VCC",1,"0",11,0,0,0,0,0.0004635,2.05937,0.75156,0.99616,NA
926,24,"VCC",2,"0",11,0,0,0,0,0.0069725,1.5319,0.93741,0.80185,NA
926,5,"VLE",1,"0",12,0,0,0,0,5.64e-05,2.24028,0,0.40058,NA
926,37,"VLE",5,"0",12,0,0,0,0,5.64e-05,2.24028,0,0.4006,NA
926,24,"VLE",1,"0",12,0,0,0,0,0.0027646,1.54965,0,0.23874,NA
926,47,"VLE",5,"0",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,24,"VLE",2,"0",12,0,0,0,0,0.0027646,1.54965,0,0.23874,NA
926,5,"IAVC",1,"0",19,1.1916,0.0248525,0.0001716,-1.1997e-07,0,0,0,0.40263,NA
926,5,"VSC",1,"0",7,-22.55,0.7176668,2.34e-05,0,0,0,0,0.99496,NA
926,24,"IAVC",5,"0",21,0,0,0.0003134,-3.4764e-07,0,0,0,0.76492637,NA
926,5,"VSC",2,"0",7,-22.55,0.7176668,2.34e-05,0,0,0,0,0.99496,NA
926,47,"VSC",3,"0",7,-60.8,0.8214672,1e-06,0,0,0,0,0.98826,NA
926,5,"VCC",2,"0",11,0,0,0,0,0.0004635,2.05937,0.75156,0.99616,NA
926,24,"IAVC",1,"0",21,0,0,0.0003134,-3.4764e-07,0,0,0,0.76492637,NA
926,24,"VLE",5,"0",12,0,0,0,0,0.0027646,1.54965,0,0.23874,NA
926,24,"VSC",1,"0",7,-56.54,0.8114572,0,0,0,0,0,0.95259,NA
926,47,"IAVC",3,"0",17,-34.81329118,0.243263017,-0.00021998,0,0,0,0,0.12975678,NA
926,47,"VSC",5,"0",7,21.91,0.5898011,0.0002554,0,0,0,0,0.9767,NA
926,42,"VLE",2,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,24,"VCC",1,"0",11,0,0,0,0,0.0069725,1.5319,0.93741,0.80185,NA
926,47,"VLE",3,"0",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,47,"VCC",5,"0",11,0,0,0,0,0.001804,1.94148,0.23041,1,NA
946,18,"VSC",1,"0",7,-10.17,0.8089194,2.7e-06,0,0,0,0,0.98334,NA
946,18,"VCC",2,"0",11,0,0,0,0,0.0010026,1.89897,0.76687,0.9537,NA
946,18,"VSC",2,"0",7,-10.17,0.8089194,2.7e-06,0,0,0,0,0.98334,NA
946,18,"VLE",2,"12",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,18,"VCC",4,"0",11,0,0,0,0,0.0006752,2.04268,0.29211,0.89249,NA
946,18,"VSC",4,"0",7,-9.36,0.8128671,4.71e-05,0,0,0,0,0.98561,NA
946,18,"IAVC",4,"0",13,4.27805,0.0239782,-232.7939189,0,0,0,0,0.49913,NA
946,17,"VCC",1,"12",1,61.11,0.0002577,0,0,0,0,0,0.983539998531342,NA
946,17,"VSC",1,"12",7,-32.31,0.7451255,3.81e-05,0,0,0,0,0.955030024051666,NA
946,17,"VLE",1,"12",12,0,0,0,0,0.0007412,2.13951,0,0.461329996585846,NA
946,17,"VCC",2,"12",1,61.11,0.0002577,0,0,0,0,0,0.983539998531342,NA
946,17,"VSC",2,"12",7,-32.31,0.7451255,3.81e-05,0,0,0,0,0.955030024051666,NA
946,17,"VLE",2,"12",12,0,0,0,0,0.0007412,2.13951,0,0.461329996585846,NA
946,17,"VCC",4,"12",1,36.27,0.0001564,0,0,0,0,0,0.862519979476929,NA
946,17,"VSC",4,"12",7,-18.99,0.7262941,9.07e-05,0,0,0,0,0.950869977474213,NA
946,17,"VLE",3,"12",12,0,0,0,0,0.0007412,2.13951,0,0.461329996585846,NA
946,41,"VLE",5,"0",12,0,0,0,0,1e-07,3.538,0,0.72999,NA
946,23,"VCC",1,"0",11,0,0,0,0,0.0027383,1.71167,0.61572,0.93219,NA
946,23,"VSC",1,"0",7,-6.74,0.7317869,0.0001778,0,0,0,0,0.97276,NA
946,23,"IAVC",1,"0",19,1.97467,-0.0087696,5.53e-05,-3.717e-08,0,0,0,0.48478,NA
946,23,"VLE",1,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,23,"VCC",2,"0",11,0,0,0,0,0.0027383,1.71167,0.61572,0.93219,NA
946,23,"VSC",2,"0",7,-6.74,0.7317869,0.0001778,0,0,0,0,0.97276,NA
946,23,"IAVC",2,"0",19,1.97467,-0.0087696,5.53e-05,-3.717e-08,0,0,0,0.48478,NA
946,23,"VLE",2,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,23,"VCC",3,"0",11,0,0,0,0,0.0027383,1.71167,0.61572,0.93219,NA
946,23,"VSC",3,"0",7,-6.74,0.7317869,0.0001778,0,0,0,0,0.97276,NA
946,23,"IAVC",3,"0",19,1.97467,-0.0087696,5.53e-05,-3.717e-08,0,0,0,0.48478,NA
946,23,"VLE",3,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,23,"VCC",4,"0",11,0,0,0,0,0.0027383,1.71167,0.61572,0.93219,NA
946,23,"VSC",4,"0",7,-6.74,0.7317869,0.0001778,0,0,0,0,0.97276,NA
946,23,"IAVC",4,"0",19,1.97467,-0.0087696,5.53e-05,-3.717e-08,0,0,0,0.48478,NA
946,23,"VLE",4,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,23,"VCC",5,"0",11,0,0,0,0,0.0027383,1.71167,0.61572,0.93219,NA
946,23,"VSC",5,"0",7,-6.74,0.7317869,0.0001778,0,0,0,0,0.97276,NA
946,23,"IAVC",5,"0",19,1.97467,-0.0087696,5.53e-05,-3.717e-08,0,0,0,0.48478,NA
946,23,"VLE",5,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,21,"VCC",4,"0",11,0,0,0,0,0.0003685,2.1576,0.23411,0.87176,NA
946,21,"VSC",4,"0",7,-5.95,0.8529798,2.86e-05,0,0,0,0,0.97715,NA
946,14,"VCC",1,"0",11,0,0,0,0,0.0274263,1.19726,0.96973,0.82345,NA
946,14,"VSC",1,"0",7,-10.08,0.8571761,-1e-05,0,0,0,0,0.98862,NA
946,14,"IAVC",1,"0",20,0.57774,0.0089598,0,1.324e-08,0,0,0,0.35805,NA
946,14,"VLE",1,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,14,"VCC",2,"0",11,0,0,0,0,0.0274263,1.19726,0.96973,0.82345,NA
946,14,"VSC",2,"0",7,-10.08,0.8571761,-1e-05,0,0,0,0,0.98862,NA
946,14,"IAVC",2,"0",20,0.57774,0.0089598,0,1.324e-08,0,0,0,0.35805,NA
946,14,"VLE",2,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,8,"VSC",4,"12",7,-17.93,0.7290578,0.0001402,0,0,0,0,0.96865,NA
946,8,"VCC",1,"12",1,57.24,0.00025,0,0,0,0,0,0.96812,NA
946,8,"IAVC",5,"12",17,-0.91294,0.0129934,1.02e-05,0,0,0,0,0.267695108,NA
946,8,"IAVC",1,"12",17,-0.91294,0.0129934,1.02e-05,0,0,0,0,0.267695108,NA
946,8,"VCC",2,"12",1,57.24,0.00025,0,0,0,0,0,0.96812,NA
946,8,"VSC",2,"12",7,-7.08,0.7422369,7.3e-05,0,0,0,0,0.92998,NA
946,8,"IAVC",2,"12",17,-0.91294,0.0129934,1.02e-05,0,0,0,0,0.267695108,NA
946,8,"VCC",3,"12",1,57.24,0.00025,0,0,0,0,0,0.96812,NA
946,8,"VSC",3,"12",7,-7.08,0.7422369,7.3e-05,0,0,0,0,0.92998,NA
946,8,"VSC",1,"12",7,-7.08,0.5039137,0.0002476,0,0,0,0,0.92998,NA
946,8,"VCC",4,"12",1,42.03,0.0001477,0,0,0,0,0,0.85535,NA
946,8,"IAVC",4,"12",17,-0.91294,0.0129934,1.02e-05,0,0,0,0,0.267695108,NA
946,8,"VCC",5,"12",1,74.26,0.0002163,0,0,0,0,0,0.99968,NA
946,8,"VSC",5,"12",7,-18.36,0.4751957,0.0001598,0,0,0,0,0.93181,NA
946,8,"VLE",5,"12",12,0,0,0,0,0.0007412,2.13951,0,0.461329997,NA
946,8,"VLE",1,"12",12,0,0,0,0,0.0007412,2.13951,0,0.461329997,NA
946,8,"VLE",2,"12",12,0,0,0,0,0.0007412,2.13951,0,0.461329997,NA
946,8,"VLE",3,"12",12,0,0,0,0,0.0007412,2.13951,0,0.461329997,NA
946,8,"VLE",4,"12",12,0,0,0,0,0.0007412,2.13951,0,0.461329997,NA
946,8,"IAVC",3,"12",17,-0.91294,0.0129934,1.02e-05,0,0,0,0,0.267695108,NA
946,28,"IAVC",3,"12",13,2.88,0.0270145,-180.2272727,0,0,0,0,0.88551347,NA
946,28,"VLE",3,"12",12,0,0,0,0,2.13951,0.0007412,0,0.4613,NA
946,28,"VCC",4,"12",1,27.82,0.0001541,0,0,0,0,0,0.8926,NA
946,28,"VSC",4,"12",7,-5.08,0.8636091,1.96e-05,0,0,0,0,0.9973,NA
946,11,"VSC",2,"0",7,-12.85,0.8251952,3.28e-05,0,0,0,0,0.97738,NA
946,11,"IAVC",2,"0",19,1.66345,-0.0062938,6.72e-05,-4.738e-08,0,0,0,0.23933,NA
946,11,"VLE",2,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,11,"VCC",4,"0",11,0,0,0,0,0.0008901,1.98472,0.31678,0.78179,NA
946,11,"VSC",4,"0",7,-10.37,0.874705,1.43e-05,0,0,0,0,0.98752,NA
946,11,"IAVC",4,"0",19,1.66345,-0.0062938,6.72e-05,-4.738e-08,0,0,0,0.23933,NA
946,11,"VLE",4,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,11,"VCC",5,"0",11,0,0,0,0,0.0013205,1.98739,0.3508,0.99983,NA
946,11,"VSC",5,"0",7,-35.43,0.8453653,2.02e-05,0,0,0,0,0.98753,NA
946,11,"IAVC",5,"0",19,1.66345,-0.0062938,6.72e-05,-4.738e-08,0,0,0,0.23933,NA
946,11,"VLE",5,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,18,"IAVC",2,"0",13,4.27805,0.0239782,-232.7939189,0,0,0,0,0.49913,NA
946,18,"VLE",4,"12",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,17,"IAVC",1,"12",19,1.07871,-0.010186143,6.9122e-05,-3.00442e-08,0,0,0,0.383114003,NA
946,18,"VSC",5,"0",7,11.22,0.7692612,5.21e-05,0,0,0,0,0.97981,NA
946,18,"IAVC",5,"0",13,4.27805,0.0239782,-232.7939189,0,0,0,0,0.49913,NA
946,18,"VLE",5,"12",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,21,"IAVC",4,"0",14,0,0,0,0,0.0340273,0.39465,0,0.01178,NA
946,21,"VLE",4,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,45,"VCC",3,"0",11,0,0,0,0,0.0002596,2.14663,0.43109,0.93184,NA
946,28,"VCC",1,"12",1,25.04,0.0002376,0,0,0,0,0,0.9861,NA
946,28,"VSC",1,"12",7,-5.52,0.8673223,1.15e-05,0,0,0,0,0.995,NA
946,28,"IAVC",1,"12",13,2.88,0.0270145,-180.2272727,0,0,0,0,0.88551347,NA
946,28,"VLE",1,"12",12,0,0,0,0,2.13951,0.0007412,0,0.4613,NA
946,28,"VCC",2,"12",1,25.04,0.0002376,0,0,0,0,0,0.9861,NA
946,28,"VSC",2,"12",7,-5.52,0.8673223,1.15e-05,0,0,0,0,0.995,NA
946,28,"IAVC",2,"12",13,2.88,0.0270145,-180.2272727,0,0,0,0,0.88551347,NA
946,28,"VLE",2,"12",12,0,0,0,0,2.13951,0.0007412,0,0.4613,NA
946,28,"VCC",3,"12",1,25.04,0.0002376,0,0,0,0,0,0.9861,NA
946,28,"VSC",3,"12",7,-5.52,0.8673223,1.15e-05,0,0,0,0,0.995,NA
946,28,"IAVC",4,"12",13,2.88,0.0270145,-180.2272727,0,0,0,0,0.88551347,NA
946,28,"VLE",4,"12",12,0,0,0,0,2.13951,0.0007412,0,0.4613,NA
946,28,"VCC",5,"12",1,25.04,0.0002376,0,0,0,0,0,0.9861,NA
946,28,"VSC",5,"12",7,-5.52,0.8673223,1.15e-05,0,0,0,0,0.995,NA
946,28,"IAVC",5,"12",13,2.88,0.0270145,-180.2272727,0,0,0,0,0.88551347,NA
946,28,"VLE",5,"12",12,0,0,0,0,2.13951,0.0007412,0,0.4613,NA
946,41,"VSC",1,"0",7,-9.42,0.8549039,2.49e-05,0,0,0,0,0.99393,NA
946,41,"IAVC",1,"0",21,0,0,4.63662e-05,-2.5365e-08,0,0,0,0.735894375,NA
946,41,"VCC",2,"0",11,0,0,0,0,0.0005712,2.12234,0.42665,0.99221,NA
946,41,"VSC",2,"0",7,-9.42,0.8549039,2.49e-05,0,0,0,0,0.99393,NA
946,41,"IAVC",2,"0",21,0,0,4.63662e-05,-2.5365e-08,0,0,0,0.735894375,NA
946,18,"VCC",5,"0",11,0,0,0,0,0.0020207,1.93276,0.31091,0.94862,NA
946,21,"VSC",2,"0",7,-10.54,0.8633231,2.27e-05,0,0,0,0,0.99484,NA
946,21,"IAVC",2,"0",14,0,0,0,0,0.0340273,0.39465,0,0.01178,NA
946,21,"VLE",2,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,21,"VCC",5,"0",11,0,0,0,0,0.0009073,2.0208,0.47393,0.99579,NA
946,21,"VSC",5,"0",7,-10.54,0.8633231,2.27e-05,0,0,0,0,0.99484,NA
946,21,"IAVC",5,"0",14,0,0,0,0,0.0340273,0.39465,0,0.01178,NA
946,21,"VLE",5,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,45,"VCC",2,"0",11,0,0,0,0,0.0002596,2.14663,0.43109,0.93184,NA
946,45,"VSC",2,"0",7,-18.2,0.8640152,2.14e-05,0,0,0,0,0.9943,NA
946,45,"IAVC",2,"0",14,0,0,0,0,0.0122461,1.02187,0,0.4668,NA
946,45,"VLE",2,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,45,"VSC",3,"0",7,-18.2,0.8640152,2.14e-05,0,0,0,0,0.9943,NA
946,45,"IAVC",3,"0",14,0,0,0,0,0.0122461,1.02187,0,0.4668,NA
946,41,"VCC",1,"0",11,0,0,0,0,0.0005712,2.12234,0.42665,0.99221,NA
946,45,"VCC",4,"0",11,0,0,0,0,0.0002596,2.14663,0.43109,0.93184,NA
946,41,"VLE",1,"0",12,0,0,0,0,1e-07,3.538,0,0.72999,NA
946,37,"IAVC",1,"12",16,2.73094,2.06e-05,0,0,0,0,0,0.3437,NA
946,37,"VLE",1,"12",12,0,0,0,0,0.0007412,2.13951,0,0.4613,NA
946,37,"VCC",2,"12",11,0,0,0,0,0.0010514,1.90686,0.57297,0.9614,NA
946,41,"VLE",2,"0",12,0,0,0,0,1e-07,3.538,0,0.72999,NA
946,41,"VCC",3,"0",11,0,0,0,0,0.0005712,2.12234,0.42665,0.99221,NA
946,41,"VSC",3,"0",7,-9.42,0.8549039,2.49e-05,0,0,0,0,0.99393,NA
946,5,"VCC",1,"12",11,0,0,0,0,0.0006635,1.98454,0.63146,0.99678,NA
946,5,"VSC",1,"12",7,-4.69,0.8302011,1.34e-05,0,0,0,0,0.99899,NA
946,5,"IAVC",1,"12",19,0.81908,0.0011334,1.07e-05,-5e-09,0,0,0,0.34589,NA
946,37,"VSC",2,"12",7,-0.68,0.7806408,3.83e-05,0,0,0,0,0.992,NA
946,37,"IAVC",2,"12",16,2.73094,2.06e-05,0,0,0,0,0,0.3437,NA
946,37,"VLE",2,"12",12,0,0,0,0,0.0007412,2.13951,0,0.4613,NA
946,41,"IAVC",3,"0",21,0,0,4.63662e-05,-2.5365e-08,0,0,0,0.735894375,NA
946,41,"VLE",3,"0",12,0,0,0,0,1e-07,3.538,0,0.72999,NA
946,41,"VCC",4,"0",11,0,0,0,0,0.0006121,1.91212,0.58598,0.67291,NA
946,41,"VSC",4,"0",7,-4.17,0.8658345,2.46e-05,0,0,0,0,0.98622,NA
946,41,"IAVC",4,"0",21,0,0,4.63662e-05,-2.5365e-08,0,0,0,0.735894375,NA
946,41,"VLE",4,"0",12,0,0,0,0,1e-07,3.538,0,0.72999,NA
946,41,"VCC",5,"0",11,0,0,0,0,0.0005712,2.12234,0.42665,0.99221,NA
946,41,"VSC",5,"0",7,-9.42,0.8549039,2.49e-05,0,0,0,0,0.99393,NA
946,41,"IAVC",5,"0",21,0,0,4.63662e-05,-2.5365e-08,0,0,0,0.735894375,NA
946,6,"VSC",1,"12",7,-14.06,0.8689687,3.76e-05,0,0,0,0,0.9934,NA
946,6,"IAVC",1,"12",19,6.49539,-0.0532777,0.0001803,-1.2158e-07,0,0,0,0.3822,NA
946,6,"VLE",1,"12",12,0,0,0,0,0.0007412,2.13951,0,0.4613,NA
946,6,"VCC",2,"12",1,24.54,0.0001898,0,0,0,0,0,0.8426,NA
946,11,"VCC",2,"0",11,0,0,0,0,0.0018456,1.86423,0.62284,0.99035,NA
946,6,"IAVC",2,"12",19,6.49539,-0.0532777,0.0001803,-1.2158e-07,0,0,0,0.3822,NA
946,6,"VLE",2,"12",12,0,0,0,0,0.0007412,2.13951,0,0.4613,NA
946,6,"VCC",4,"12",1,24.54,0.0001898,0,0,0,0,0,0.8426,NA
946,6,"VSC",4,"12",7,-14.06,0.8689687,3.76e-05,0,0,0,0,0.9934,NA
946,6,"IAVC",4,"12",19,6.49539,-0.0532777,0.0001803,-1.2158e-07,0,0,0,0.3822,NA
946,6,"VLE",4,"12",12,0,0,0,0,0.0007412,2.13951,0,0.4613,NA
946,6,"VCC",5,"12",1,24.54,0.0001898,0,0,0,0,0,0.8426,NA
946,6,"VSC",5,"12",7,-14.06,0.8689687,3.76e-05,0,0,0,0,0.9934,NA
946,6,"IAVC",5,"12",19,6.49539,-0.0532777,0.0001803,-1.2158e-07,0,0,0,0.3822,NA
946,6,"VLE",5,"12",12,0,0,0,0,0.0007412,2.13951,0,0.4613,NA
946,45,"VLE",3,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,14,"VCC",3,"0",11,0,0,0,0,0.0274263,1.19726,0.96973,0.82345,NA
946,14,"VSC",3,"0",7,-10.08,0.8571761,-1e-05,0,0,0,0,0.98862,NA
946,5,"VLE",1,"12",12,0,0,0,0,3.19e-05,2.56596,0,0.60909,NA
946,45,"IAVC",4,"0",14,0,0,0,0,0.0122461,1.02187,0,0.4668,NA
946,45,"VLE",4,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,45,"VCC",5,"0",11,0,0,0,0,0.0002596,2.14663,0.43109,0.93184,NA
946,37,"VCC",3,"12",11,0,0,0,0,0.0010514,1.90686,0.57297,0.9614,NA
946,37,"VSC",3,"12",7,-0.68,0.7806408,3.83e-05,0,0,0,0,0.992,NA
946,37,"IAVC",3,"12",16,2.73094,2.06e-05,0,0,0,0,0,0.3437,NA
946,37,"VLE",3,"12",12,0,0,0,0,0.0007412,2.13951,0,0.4613,NA
946,37,"VCC",4,"12",11,0,0,0,0,0.0010514,1.90686,0.57297,0.9614,NA
946,37,"VSC",4,"12",7,-0.68,0.7806408,3.83e-05,0,0,0,0,0.992,NA
946,21,"VCC",2,"0",11,0,0,0,0,0.0009073,2.0208,0.47393,0.99579,NA
946,13,"VCC",1,"0",11,0,0,0,0,0.0002596,2.14663,0.43109,0.93184,NA
946,45,"IAVC",1,"0",14,0,0,0,0,0.0122461,1.02187,0,0.4668,NA
946,10,"VCC",4,"12",1,70.35,0.0001441,0,0,0,0,0,0.8278,NA
946,45,"VSC",4,"0",7,-18.2,0.8640152,2.14e-05,0,0,0,0,0.9943,NA
946,37,"IAVC",4,"12",16,2.73094,2.06e-05,0,0,0,0,0,0.3437,NA
946,13,"IAVC",3,"0",16,1.13002,3.61e-05,0,0,0,0,0,0.51707,NA
946,13,"IAVC",4,"0",16,1.13002,3.61e-05,0,0,0,0,0,0.51707,NA
946,13,"IAVC",5,"0",16,1.13002,3.61e-05,0,0,0,0,0,0.51707,NA
946,13,"VCC",3,"0",11,0,0,0,0,0.0002596,2.14663,0.43109,0.93184,NA
946,13,"VCC",5,"0",11,0,0,0,0,0.0002596,2.14663,0.43109,0.93184,NA
946,13,"VLE",1,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,13,"VLE",2,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,13,"VLE",3,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,13,"VLE",4,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,13,"VLE",5,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,13,"VSC",1,"0",7,-18.2,0.8640152,2.14e-05,0,0,0,0,0.9943,NA
946,13,"VSC",2,"0",7,-18.2,0.8640152,2.14e-05,0,0,0,0,0.9943,NA
946,13,"VSC",3,"0",7,-18.2,0.8640152,2.14e-05,0,0,0,0,0.9943,NA
946,10,"VLE",2,"12",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,12,"VSC",3,"0",7,-7.08,0.6833532,0.0001457,0,0,0,0,0.99407,NA
946,12,"IAVC",3,"0",19,1.25371,-0.0100366,7.44e-05,-6.784e-08,0,0,0,0.4438,NA
946,14,"IAVC",3,"0",20,0.57774,0.0089598,0,1.324e-08,0,0,0,0.35805,NA
946,14,"VLE",3,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,14,"VCC",4,"0",11,0,0,0,0,0.0274263,1.19726,0.96973,0.82345,NA
946,5,"VCC",5,"12",11,0,0,0,0,0.0006635,1.98454,0.63146,0.99678,NA
946,5,"VSC",5,"12",7,-4.69,0.8302011,1.34e-05,0,0,0,0,0.99899,NA
946,5,"IAVC",5,"12",19,0.81908,0.0011334,1.07e-05,-5e-09,0,0,0,0.34589,NA
946,5,"VLE",5,"12",12,0,0,0,0,3.19e-05,2.56596,0,0.60909,NA
946,29,"IAVC",2,"0",19,5.4043,-0.0298667,0.0001049,-5.967e-08,0,0,0,0.37363,NA
946,12,"VCC",3,"0",11,0,0,0,0,0.0030618,1.65848,0.72504,0.92714,NA
946,10,"IAVC",4,"0",19,6.75869,-0.050897,0.0001546,-7.695e-08,0,0,0,0.50047,NA
946,10,"VLE",4,"12",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,10,"VCC",5,"12",1,108.84,0.0002272,0,0,0,0,0,0.93499,NA
946,14,"VSC",4,"0",7,-10.08,0.8571761,-1e-05,0,0,0,0,0.98862,NA
946,45,"VSC",5,"0",7,-18.2,0.8640152,2.14e-05,0,0,0,0,0.9943,NA
946,45,"IAVC",5,"0",14,0,0,0,0,0.0122461,1.02187,0,0.4668,NA
946,29,"VSC",2,"0",7,-24.03,0.8604427,1.46e-05,0,0,0,0,0.99495,NA
946,6,"VCC",1,"12",1,24.54,0.0001898,0,0,0,0,0,0.8426,NA
946,29,"VLE",2,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,29,"VCC",4,"0",11,0,0,0,0,0.0009942,1.94179,0.38944,0.85054,NA
946,29,"VSC",4,"0",7,-6.15,0.8883589,2e-05,0,0,0,0,0.9946,NA
946,10,"VSC",2,"12",7,18.37,0.6900157,0.0001371,0,0,0,0,0.97511,NA
946,10,"IAVC",2,"0",19,6.75869,-0.050897,0.0001546,-7.695e-08,0,0,0,0.50047,NA
946,10,"VSC",4,"12",7,-12.35,0.86397,2.57e-05,0,0,0,0,0.9865,NA
946,12,"VLE",3,"12",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,10,"VSC",5,"12",7,18.37,0.6900157,0.0001371,0,0,0,0,0.97511,NA
946,10,"IAVC",5,"0",19,6.75869,-0.050897,0.0001546,-7.695e-08,0,0,0,0.50047,NA
946,45,"VLE",5,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,37,"VLE",4,"12",12,0,0,0,0,0.0007412,2.13951,0,0.4613,NA
946,29,"VCC",2,"0",11,0,0,0,0,0.0009676,1.95868,0.62692,0.99347,NA
946,17,"IAVC",2,"12",19,1.07871,-0.010186143,6.9122e-05,-3.00442e-08,0,0,0,0.383114003,NA
946,29,"IAVC",4,"0",19,5.4043,-0.0298667,0.0001049,-5.967e-08,0,0,0,0.37363,NA
946,29,"VLE",4,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,29,"VCC",5,"0",11,0,0,0,0,0.0009676,1.95868,0.62692,0.99347,NA
946,29,"VSC",5,"0",7,-24.03,0.8604427,1.46e-05,0,0,0,0,0.99495,NA
946,29,"IAVC",5,"0",19,5.4043,-0.0298667,0.0001049,-5.967e-08,0,0,0,0.37363,NA
946,29,"VLE",5,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,10,"VLE",1,"12",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,10,"VCC",2,"12",1,108.84,0.0002272,0,0,0,0,0,0.93499,NA
946,12,"IAVC",2,"0",19,1.25371,-0.0100366,7.44e-05,-6.784e-08,0,0,0,0.4438,NA
946,12,"VLE",2,"12",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,12,"VCC",4,"0",11,0,0,0,0,0.0030618,1.65848,0.72504,0.92714,NA
946,12,"VSC",4,"0",7,-7.08,0.6833532,0.0001457,0,0,0,0,0.99407,NA
946,14,"IAVC",4,"0",20,0.57774,0.0089598,0,1.324e-08,0,0,0,0.35805,NA
946,6,"VSC",2,"12",7,-14.06,0.8689687,3.76e-05,0,0,0,0,0.9934,NA
946,37,"IAVC",5,"12",16,2.73094,2.06e-05,0,0,0,0,0,0.3437,NA
946,10,"IAVC",1,"0",19,6.75869,-0.050897,0.0001546,-7.695e-08,0,0,0,0.50047,NA
946,12,"IAVC",4,"0",19,1.25371,-0.0100366,7.44e-05,-6.784e-08,0,0,0,0.4438,NA
946,12,"VLE",4,"12",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,12,"VCC",5,"0",11,0,0,0,0,0.0030618,1.65848,0.72504,0.92714,NA
946,14,"VLE",4,"0",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
946,14,"VCC",5,"0",11,0,0,0,0,0.0274263,1.19726,0.96973,0.82345,NA
946,13,"IAVC",2,"0",16,1.13002,3.61e-05,0,0,0,0,0,0.51707,NA
946,37,"VCC",5,"12",11,0,0,0,0,0.0010514,1.90686,0.57297,0.9614,NA
946,37,"VSC",5,"12",7,-0.68,0.7806408,3.83e-05,0,0,0,0,0.992,NA
946,12,"VSC",1,"0",7,-7.08,0.6833532,0.0001457,0,0,0,0,0.99407,NA
946,12,"VLE",1,"12",12,0,0,0,0,0.0007412,2.13951,0,0.46133,NA
